children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose
0,-714.1261918,34,secondary education,1,unmarried,4,M,business,1,11121.905,buying property for renting out
20,-188.5294354,30,bachelor's degree,0,married,0,M,business,0,23468.091,education
1,-329.2257008,24,secondary education,1,civil partnership,1,M,employee,0,20189.558,real estate transactions
0,-3413.622304,31,secondary education,1,married,0,M,employee,0,53999.785,housing
0,-3279.486429,45,secondary education,1,married,0,M,employee,0,19428.872,getting higher education
2,,35,secondary education,1,civil partnership,1,F,business,1,,to get a supplementary education
1,-4224.417666,42,secondary education,1,married,0,F,employee,0,33308.187,building a property
2,,30,secondary education,1,married,0,F,employee,1,,cars
0,-13923.37509,70,bachelor's degree,0,married,0,M,business,0,36808.968,building a property
0,-5125.934081,38,secondary education,1,married,0,F,employee,0,19929.698,construction of own property
1,-693.0266723,45,secondary education,1,civil partnership,1,F,employee,0,34785.25,wedding ceremony
0,-8067.464577,55,secondary education,1,married,0,M,civil servant,0,14192.919,buy commercial real estate
2,-891.3708733,52,bachelor's degree,0,married,0,F,employee,0,13833.901,transactions with commercial real estate
0,-4338.126477,37,secondary education,1,civil partnership,1,M,employee,0,31734.219,supplementary education
0,-6676.497454,52,bachelor's degree,0,married,0,F,civil servant,0,12709.234,building a property
0,-1026.703788,41,secondary education,1,married,0,F,business,0,26820.946,to become educated
0,-295.659675,21,some college,2,unmarried,4,F,employee,0,25470.463,profile education
0,374158.4156,56,BACHELOR'S DEGREE,0,civil partnership,1,F,retiree,0,34461.03,cars
1,-6712.720029,34,Secondary Education,1,married,0,F,employee,0,15594.746,to get a supplementary education
0,394796.593,54,bachelor's degree,0,widow / widower,2,F,retiree,0,14005.194,to buy a car
1,-4774.343347,0,bachelor's degree,0,civil partnership,1,F,civil servant,0,28855.792,wedding ceremony
1,-2068.287557,46,secondary education,1,widow / widower,2,F,employee,1,28360.68,purchase of the house for my family
0,,54,secondary education,1,civil partnership,1,F,retiree,0,,wedding ceremony
1,-1756.01838,35,bachelor's degree,0,married,0,M,business,0,25895.208,real estate transactions
0,-393.8735485,45,secondary education,1,married,0,F,employee,0,8807.117,buying my own car
0,-514.2103808,33,Secondary Education,1,civil partnership,1,F,business,0,25369.108,having a wedding
2,,43,bachelor's degree,0,married,0,F,business,0,,cars
0,-1731.392322,29,secondary education,1,civil partnership,1,F,employee,0,19182.414,getting higher education
1,-274.4051493,28,secondary education,1,civil partnership,1,F,employee,1,19902.498,real estate transactions
0,-273.7322249,35,secondary education,1,married,0,F,employee,1,59390.177,purchase of my own house
0,-1808.795346,46,Bachelor's Degree,0,unmarried,4,F,employee,0,123701.88,housing transactions
1,-2937.330009,42,bachelor's degree,0,married,0,F,employee,0,28468.628,building a real estate
0,-1949.438812,30,bachelor's degree,0,unmarried,4,M,employee,0,26176.547,purchase of the house for my family
2,-1611.360609,0,secondary education,1,married,0,M,employee,0,37871.827,building a real estate
0,-1086.732731,33,bachelor's degree,0,civil partnership,1,F,business,0,33619.4,to have a wedding
1,-4803.900615,37,secondary education,1,married,0,F,employee,1,34311.836,buying property for renting out
1,-124.0514934,59,bachelor's degree,0,married,0,F,business,0,26178.012,buy residential real estate
1,-7755.875345,42,bachelor's degree,0,married,0,M,civil servant,0,40334.329,buy commercial real estate
0,-1629.110559,26,secondary education,1,unmarried,4,F,employee,0,15555.972,getting higher education
0,-2217.712797,27,secondary education,1,unmarried,4,M,employee,0,29552.265,buying property for renting out
0,332280.3763,66,secondary education,1,widow / widower,2,F,retiree,1,8838.158,purchase of a car
20,-519.6385669,34,secondary education,1,married,0,F,employee,0,62374.573,buy residential real estate
0,-11220.27476,47,secondary education,1,civil partnership,1,F,employee,0,28495.176,having a wedding
3,-301.0007843,41,secondary education,1,married,0,M,business,0,31320.179,purchase of the house for my family
0,-133.9395672,61,bachelor's degree,0,married,0,F,employee,0,27989.361,transactions with my real estate
0,-2091.172935,24,secondary education,1,married,0,F,employee,0,22699.942,buy commercial real estate
1,-637.8526142,31,secondary education,1,married,0,M,business,0,45136.289,purchase of my own house
0,-1173.584347,26,bachelor's degree,0,unmarried,4,F,civil servant,0,12517.767,cars
2,-606.8270507,34,secondary education,1,married,0,F,employee,0,21685.832,real estate transactions
0,395470.9609,56,secondary education,1,civil partnership,1,F,retiree,0,27381.029,purchase of the house
1,-2719.339493,45,secondary education,1,civil partnership,1,F,employee,0,29037.247,housing transactions
0,-2062.20883,24,secondary education,1,married,0,M,employee,0,14191.359,building a real estate
0,-7659.152025,45,secondary education,1,married,0,M,employee,0,32561.616,transactions with commercial real estate
0,-907.5097977,31,bachelor's degree,0,married,0,M,employee,0,44383.321,purchase of my own house
0,390398.2801,65,secondary education,1,unmarried,4,F,retiree,0,18412.925,buying my own car
0,-12475.07868,53,bachelor's degree,0,unmarried,4,F,employee,1,38374.834,cars
1,-3916.86427,40,some college,2,civil partnership,1,F,employee,0,11575.482,wedding ceremony
0,380917.1953,52,secondary education,1,married,0,F,retiree,0,42927.818,supplementary education
0,-1601.841481,38,secondary education,1,civil partnership,1,F,business,0,13098.405,having a wedding
1,-169.2744036,23,secondary education,1,married,0,F,employee,0,18067.897,real estate transactions
0,-2501.521422,53,bachelor's degree,0,married,0,F,civil servant,0,62245.39,housing transactions
0,-833.342695,31,bachelor's degree,0,civil partnership,1,F,employee,0,59463.267,having a wedding
0,-513.576607,52,secondary education,1,divorced,3,M,employee,0,20855.26,buy real estate
1,-640.9684676,27,secondary education,1,civil partnership,1,M,employee,0,12987.238,building a real estate
0,-539.8660195,28,secondary education,1,unmarried,4,F,employee,0,20060.222,housing renovation
0,-755.4994587,36,Secondary Education,1,married,0,F,employee,0,12956.966,car
0,374137.9929,64,bachelor's degree,0,divorced,3,F,retiree,0,15422.602,building a property
1,-4119.170296,31,secondary education,1,divorced,3,F,employee,0,28268.089,education
0,380281.4982,53,secondary education,1,married,0,F,retiree,0,15953.367,purchase of the house
0,-3861.707291,52,bachelor's degree,0,married,0,F,employee,0,29809.771,cars
1,-3546.224286,45,secondary education,1,married,0,F,business,0,37298.805,buying property for renting out
0,-3796.332731,33,secondary education,1,married,0,M,employee,0,34061.984,buy commercial real estate
0,355799.7708,50,secondary education,1,civil partnership,1,F,retiree,0,25518.637,wedding ceremony
0,-6880.419903,47,bachelor's degree,0,married,0,F,business,0,19814.991,buying property for renting out
2,-421.2325614,35,secondary education,1,married,0,F,employee,0,15581.958,housing transactions
2,-2401.139371,36,secondary education,1,married,0,M,employee,0,22207.743,purchase of my own house
0,-9213.864321,55,secondary education,1,unmarried,4,F,employee,0,16450.421,housing
0,-2024.113582,39,secondary education,1,married,0,M,employee,0,14766.274,buy residential real estate
0,336907.3856,66,secondary education,1,civil partnership,1,M,retiree,0,34548.151,wedding ceremony
1,-1296.841286,51,secondary education,1,civil partnership,1,F,civil servant,0,45382.76,having a wedding
1,-75.14877255,28,secondary education,1,civil partnership,1,F,employee,0,16135.337,purchase of the house for my family
2,-2945.723123,51,secondary education,1,married,0,M,business,0,24460.139,buying property for renting out
0,-261.1355794,45,secondary education,1,married,0,M,employee,0,28357.508,purchase of my own house
0,-2492.461314,28,bachelor's degree,0,married,0,M,business,0,29869.513,supplementary education
0,-6682.867814,74,secondary education,1,civil partnership,1,F,employee,0,15831.345,to have a wedding
0,-316.242592,49,SECONDARY EDUCATION,1,married,0,F,employee,0,12666.585,housing renovation
1,-350.7271282,42,secondary education,1,married,0,F,civil servant,0,27849.328,buying a second-hand car
2,-377.3196582,45,Secondary Education,1,married,0,F,employee,0,25131.643,going to university
0,379457.754,66,Secondary Education,1,civil partnership,1,F,retiree,0,29315.811,buy real estate
0,344919.2642,61,secondary education,1,married,0,M,retiree,0,15662.773,purchase of my own house
1,-2165.130798,35,bachelor's degree,0,unmarried,4,F,civil servant,0,16553.723,buy commercial real estate
0,-5213.362006,50,secondary education,1,widow / widower,2,F,employee,0,10166.417,construction of own property
0,-1436.677834,53,secondary education,1,married,0,M,employee,1,17469.301,university education
0,-1033.368624,44,secondary education,1,civil partnership,1,F,employee,0,54169.049,having a wedding
0,-810.6712147,47,secondary education,1,married,0,M,employee,0,26780.135,transactions with commercial real estate
0,-1094.882749,21,bachelor's degree,0,unmarried,4,F,business,0,55141.366,buy commercial real estate
1,-2439.70106,43,secondary education,1,married,0,F,business,0,22854.711,buy residential real estate
0,342431.0361,52,secondary education,1,married,0,F,retiree,0,15358.16,buy real estate
0,-10006.24169,56,secondary education,1,married,0,F,employee,0,11507.117,building a property
0,,63,secondary education,1,married,0,F,retiree,1,,to become educated
0,,71,secondary education,1,married,0,M,retiree,0,,buy residential real estate
0,,53,secondary education,1,married,0,F,retiree,0,,real estate transactions
0,-8622.614963,52,secondary education,1,widow / widower,2,F,civil servant,0,21417.666,to become educated
0,-1863.503449,41,secondary education,1,unmarried,4,M,employee,0,24086.937,second-hand car purchase
1,-4687.178671,42,secondary education,1,married,0,M,employee,0,26089.836,housing transactions
0,-990.5242581,41,bachelor's degree,0,married,0,M,civil servant,0,27963.328,transactions with commercial real estate
0,347530.1472,59,secondary education,1,married,0,F,retiree,0,20681.259,getting an education
2,,28,secondary education,1,divorced,3,M,business,1,,cars
1,-1337.710105,35,secondary education,1,married,0,F,employee,0,14248.267,housing transactions
0,-3710.768049,51,bachelor's degree,0,married,0,F,employee,0,24844.109,education
0,-604.6090464,58,secondary education,1,married,0,M,employee,0,29848.938,buying a second-hand car
0,-7499.830826,42,secondary education,1,married,0,F,employee,0,27799.018,supplementary education
0,-1279.555965,34,secondary education,1,married,0,F,employee,0,34534.85,car purchase
0,340228.7086,52,secondary education,1,married,0,F,retiree,0,34707.595,education
0,,55,secondary education,1,civil partnership,1,F,retiree,0,,property
0,-1025.402943,64,bachelor's degree,0,married,0,M,civil servant,0,113024.236,profile education
2,-4107.01539,34,secondary education,1,civil partnership,1,M,civil servant,0,35961.121,to have a wedding
0,-1452.19736,49,bachelor's degree,0,married,0,F,employee,0,24177.988,construction of own property
0,-3214.635422,46,secondary education,1,unmarried,4,M,employee,0,40952.05,buy residential real estate
0,-3871.281611,48,Secondary Education,1,widow / widower,2,F,business,0,16674.763,building a real estate
1,-4366.698492,38,bachelor's degree,0,civil partnership,1,F,business,0,25359.486,profile education
1,348525.5202,43,bachelor's degree,0,divorced,3,M,retiree,0,42926.748,purchase of my own house
0,-2078.06819,30,bachelor's degree,0,civil partnership,1,M,business,0,29047.05,to have a wedding
2,-172.1519549,33,bachelor's degree,0,civil partnership,1,F,business,0,33125.623,car purchase
2,-1075.117002,35,some college,2,married,0,F,business,0,45058.055,building a real estate
3,-2085.545756,30,secondary education,1,married,0,M,employee,0,58635.242,buy residential real estate
0,-1505.443859,51,SECONDARY EDUCATION,1,civil partnership,1,F,employee,0,7973.877,wedding ceremony
0,329638.4271,65,secondary education,1,civil partnership,1,M,retiree,0,8448.568,having a wedding
0,-3218.732157,0,bachelor's degree,0,married,0,M,employee,0,25988.33,housing transactions
0,-755.2301991,48,SECONDARY EDUCATION,1,civil partnership,1,F,employee,0,17574.994,having a wedding
0,370587.5726,52,secondary education,1,married,0,F,retiree,0,23677.156,building a property
1,-414.799357,38,bachelor's degree,0,unmarried,4,F,employee,0,26974.29,purchase of the house for my family
0,-938.9190093,28,bachelor's degree,0,married,0,F,civil servant,1,12698.534,buy commercial real estate
0,-1643.273215,34,secondary education,1,married,0,M,employee,0,52669.127,purchase of the house
2,-197.9882361,45,secondary education,1,civil partnership,1,F,business,0,42898.35,to have a wedding
0,,40,secondary education,1,unmarried,4,M,civil servant,1,,property
1,,53,Secondary Education,1,married,0,F,employee,0,,property
1,-535.7307053,45,secondary education,1,married,0,M,employee,0,23625.884,buying a second-hand car
0,-1172.487299,49,bachelor's degree,0,married,0,F,business,0,19163.686,buying property for renting out
0,-1912.523146,53,secondary education,1,married,0,M,employee,0,40738.923,profile education
0,367763.1451,48,secondary education,1,civil partnership,1,M,retiree,0,19420.007,transactions with my real estate
1,-1284.116184,34,bachelor's degree,0,married,0,F,employee,0,10774.669,cars
0,-166.032037,60,SECONDARY EDUCATION,1,widow / widower,2,F,business,0,15009.683,real estate transactions
1,-359.5430618,40,secondary education,1,civil partnership,1,M,employee,0,22169.117,car
0,-4264.413073,63,secondary education,1,married,0,M,employee,0,28077.138,profile education
0,-3219.388852,48,secondary education,1,married,0,F,civil servant,0,14726.149,going to university
0,-1523.466038,40,secondary education,1,civil partnership,1,F,business,0,58339.086,to have a wedding
0,-1205.871421,42,bachelor's degree,0,divorced,3,F,business,0,26880.418,buying my own car
0,-1031.267553,28,secondary education,1,married,0,M,employee,0,31944.406,real estate transactions
0,-146.1838914,25,secondary education,1,unmarried,4,F,employee,0,22339.627,buying my own car
0,-108.9195255,24,Secondary Education,1,married,0,F,employee,0,9861.738,housing
0,-3743.897526,51,secondary education,1,civil partnership,1,F,employee,0,18815.447,building a real estate
0,380690.8239,56,secondary education,1,married,0,M,retiree,0,23860.68,building a property
0,-768.4710143,33,secondary education,1,married,0,M,business,0,26243.519,building a property
0,-728.5412365,45,bachelor's degree,0,married,0,F,business,0,69204.901,construction of own property
0,-3238.801228,40,SECONDARY EDUCATION,1,unmarried,4,F,employee,0,32043.72,real estate transactions
1,-5326.393567,33,bachelor's degree,0,married,0,F,business,0,43850.784,getting an education
2,-305.0038057,39,secondary education,1,married,0,M,business,0,40221.255,building a property
0,-148.7295763,37,secondary education,1,married,0,F,employee,0,13012.745,transactions with my real estate
0,397417.8353,66,secondary education,1,unmarried,4,F,retiree,1,20725.732,housing
0,334840.1851,51,secondary education,1,married,0,M,retiree,1,22567.825,purchase of my own house
1,-1177.164304,29,secondary education,1,married,0,M,employee,0,15260.144,housing
1,,41,secondary education,1,civil partnership,1,F,business,0,,building a property
2,-1147.477983,29,secondary education,1,married,0,F,employee,0,16262.523,profile education
1,-2856.78157,27,secondary education,1,married,0,F,civil servant,0,19507.801,real estate transactions
0,380893.8136,61,secondary education,1,married,0,M,retiree,0,85419.348,purchase of the house
0,,38,secondary education,1,married,0,M,business,0,,education
1,-117.8611236,42,secondary education,1,civil partnership,1,F,business,0,42707.723,wedding ceremony
1,-733.8301527,34,secondary education,1,civil partnership,1,F,employee,0,11149.538,to have a wedding
-1,-370.8271304,27,secondary education,1,married,0,F,business,0,26334.602,buying property for renting out
0,340749.5741,57,secondary education,1,married,0,F,retiree,0,23994.272,purchase of the house for my family
0,-2131.089609,26,secondary education,1,civil partnership,1,M,business,0,17773.235,transactions with commercial real estate
0,-581.0492936,44,secondary education,1,married,0,F,business,0,36007.398,property
0,-513.7343234,57,bachelor's degree,0,married,0,M,employee,0,41308.335,buy commercial real estate
0,-3588.829859,52,secondary education,1,married,0,F,employee,0,9421.143,buying my own car
0,-874.1788927,44,bachelor's degree,0,divorced,3,F,employee,0,20221.983,to buy a car
1,-4886.391234,34,secondary education,1,married,0,M,employee,1,30156.057,second-hand car purchase
1,-3189.1296,37,secondary education,1,married,0,F,employee,0,15972.748,to get a supplementary education
0,-9170.457318,47,secondary education,1,married,0,F,civil servant,0,27531.165,transactions with my real estate
0,-7156.210056,53,secondary education,1,civil partnership,1,F,employee,0,22232.25,having a wedding
0,-2186.911076,37,secondary education,1,married,0,M,business,0,31554.864,housing
0,-10378.95524,50,Secondary Education,1,widow / widower,2,F,employee,0,19908.307,to become educated
0,-435.1187725,23,secondary education,1,unmarried,4,F,employee,0,26749.858,buying a second-hand car
1,-2665.747966,26,some college,2,married,0,F,employee,0,17438.336,buy commercial real estate
1,-1439.920509,27,secondary education,1,married,0,F,employee,1,40998.394,purchase of the house
0,-976.9448808,26,secondary education,1,unmarried,4,M,employee,1,19317.25,getting an education
1,-4361.109581,42,bachelor's degree,0,married,0,M,civil servant,0,19690.772,supplementary education
0,-1590.74775,29,secondary education,1,married,0,F,employee,0,15961.682,real estate transactions
0,351990.5373,60,secondary education,1,widow / widower,2,F,retiree,0,15933.603,transactions with commercial real estate
0,-2352.836305,31,secondary education,1,unmarried,4,M,employee,0,67430.779,real estate transactions
0,-2609.134287,43,bachelor's degree,0,married,0,M,business,0,61411.71,construction of own property
0,-626.937137,48,secondary education,1,divorced,3,M,employee,0,21738.149,second-hand car purchase
0,391841.2086,55,secondary education,1,divorced,3,F,retiree,0,16329.856,building a real estate
1,-1198.769397,43,secondary education,1,married,0,M,business,0,27019.609,going to university
0,-7627.936913,59,Bachelor's Degree,0,unmarried,4,F,civil servant,0,14938.59,real estate transactions
0,393725.4268,69,secondary education,1,divorced,3,M,retiree,0,44449.443,purchase of the house for my family
2,,34,Bachelor's Degree,0,civil partnership,1,M,employee,0,,having a wedding
0,-498.5928969,47,secondary education,1,widow / widower,2,F,employee,0,26337.946,building a real estate
0,-3775.627237,56,secondary education,1,married,0,F,employee,0,27700.547,second-hand car purchase
0,362200.4814,67,SECONDARY EDUCATION,1,civil partnership,1,F,retiree,0,32517.738,to have a wedding
1,-1844.308175,42,bachelor's degree,0,divorced,3,M,employee,0,41489.788,to buy a car
2,-1267.626891,23,secondary education,1,married,0,F,business,0,11943.656,cars
0,-1660.0165,39,secondary education,1,married,0,F,employee,0,13019.369,housing renovation
2,,34,secondary education,1,married,0,M,employee,1,,to buy a car
2,-4458.032551,41,bachelor's degree,0,married,0,M,business,0,115521.939,buying property for renting out
0,-5022.61698,56,Secondary Education,1,married,0,F,employee,0,15310.799,buying my own car
0,-3295.405997,30,secondary education,1,unmarried,4,M,business,0,32367.96,getting an education
0,-411.9757182,38,some college,2,married,0,M,business,0,39085.63,building a real estate
0,-643.8513882,24,secondary education,1,unmarried,4,M,employee,0,26585.496,to become educated
3,-647.5828656,27,some college,2,divorced,3,M,business,1,22804.359,building a property
0,332593.8279,56,secondary education,1,married,0,F,retiree,0,13860.782,university education
0,336412.2147,61,secondary education,1,widow / widower,2,F,retiree,0,13972.061,car
2,-1066.557996,30,secondary education,1,married,0,F,employee,0,21652.156,buy residential real estate
0,330099.708,57,secondary education,1,widow / widower,2,F,retiree,0,9414.536,purchase of a car
0,-2449.092148,48,secondary education,1,divorced,3,M,employee,0,18588.525,going to university
0,,28,secondary education,1,unmarried,4,M,business,0,,university education
0,-2613.538371,0,secondary education,1,married,0,F,business,0,11734.107,going to university
0,-4994.763109,48,secondary education,1,divorced,3,F,business,0,13057.175,housing
0,-2230.280382,40,secondary education,1,unmarried,4,F,business,0,21493.584,supplementary education
0,-423.2282081,26,secondary education,1,married,0,M,employee,1,27925.45,property
0,-1686.499998,48,secondary education,1,divorced,3,F,employee,0,36169.25,cars
0,361138.5704,51,secondary education,1,civil partnership,1,F,retiree,0,15895.139,to have a wedding
0,-3489.547591,35,Secondary Education,1,married,0,F,employee,0,27795.286,buying my own car
0,379813.7367,62,secondary education,1,divorced,3,F,retiree,0,27895.97,housing renovation
0,-971.427335,20,secondary education,1,unmarried,4,M,employee,0,23027.335,buying my own car
2,-1025.549623,25,bachelor's degree,0,married,0,F,employee,0,13605.8,getting an education
2,-861.672779,50,secondary education,1,married,0,M,civil servant,0,14026.41,buying property for renting out
1,-932.8006227,44,secondary education,1,widow / widower,2,F,employee,0,9710.311,second-hand car purchase
1,-852.8151372,45,secondary education,1,married,0,F,employee,0,13861.85,going to university
0,-2402.764304,53,secondary education,1,married,0,F,employee,0,11424.343,transactions with commercial real estate
0,358098.4752,67,SECONDARY EDUCATION,1,married,0,F,retiree,1,14335.469,going to university
2,-368.6505504,44,bachelor's degree,0,married,0,M,employee,0,35508.033,buy residential real estate
2,-788.617314,34,bachelor's degree,0,married,0,M,civil servant,0,25620.869,purchase of the house
0,341564.9995,59,secondary education,1,married,0,F,retiree,0,22464.441,purchase of the house for my family
0,-215.3767141,27,secondary education,1,civil partnership,1,F,business,1,19259.42,getting higher education
0,,46,secondary education,1,civil partnership,1,F,business,0,,housing
0,,26,secondary education,1,unmarried,4,M,employee,0,,purchase of the house
0,355626.8368,56,secondary education,1,divorced,3,F,retiree,1,28476.65,getting an education
1,-130.7217237,28,bachelor's degree,0,married,0,F,employee,0,39503.313,purchase of a car
0,-4851.579726,40,secondary education,1,unmarried,4,M,business,0,37867.556,housing renovation
0,391653.7312,60,secondary education,1,married,0,F,retiree,0,23536.689,buy commercial real estate
2,-6232.139704,44,secondary education,1,married,0,M,civil servant,0,62109.027,purchase of a car
1,-2464.055714,30,secondary education,1,civil partnership,1,F,employee,0,15507.821,to have a wedding
0,-327.9466796,57,secondary education,1,unmarried,4,F,employee,0,19509.933,construction of own property
0,-568.400751,44,secondary education,1,married,0,M,employee,0,27173.15,housing transactions
1,-3263.63632,42,secondary education,1,widow / widower,2,M,employee,0,32268.98,getting an education
0,-2435.578495,33,bachelor's degree,0,married,0,F,employee,0,13949.34,housing transactions
0,-817.8146056,47,secondary education,1,civil partnership,1,F,business,0,17091.923,buying a second-hand car
0,-5733.613375,52,secondary education,1,married,0,M,employee,0,25325.261,housing renovation
0,-5031.225169,46,secondary education,1,married,0,F,business,0,48061.154,profile education
0,-3769.481166,46,secondary education,1,married,0,M,business,0,87623.965,buy commercial real estate
1,-1165.844516,32,bachelor's degree,0,married,0,F,business,0,52053.109,buying my own car
2,-3727.131628,43,secondary education,1,married,0,F,employee,0,24283.823,housing transactions
2,-1121.940172,34,bachelor's degree,0,married,0,F,business,0,42467.617,transactions with my real estate
1,,44,secondary education,1,married,0,F,employee,0,,second-hand car purchase
0,-2913.857989,34,secondary education,1,civil partnership,1,M,employee,0,15016.697,transactions with commercial real estate
0,348717.6348,72,secondary education,1,married,0,M,retiree,0,15221.183,getting an education
0,-8409.915019,41,secondary education,1,divorced,3,F,civil servant,0,27062.518,purchase of the house
0,394755.9782,69,secondary education,1,civil partnership,1,M,retiree,1,6253.313,wedding ceremony
0,366404.3655,54,secondary education,1,divorced,3,F,retiree,0,14645.542,buying property for renting out
0,-4945.748125,40,bachelor's degree,0,unmarried,4,F,employee,0,27571.074,second-hand car purchase
1,-2213.36853,39,SECONDARY EDUCATION,1,unmarried,4,F,civil servant,0,18685.921,buying a second-hand car
0,,70,BACHELOR'S DEGREE,0,married,0,F,retiree,0,,transactions with commercial real estate
1,,43,secondary education,1,married,0,F,employee,0,,education
0,-253.2665215,60,secondary education,1,unmarried,4,M,employee,0,23722.562,buy real estate
0,-575.5347567,21,secondary education,1,unmarried,4,F,employee,0,11548.369,car purchase
0,-4183.172614,46,secondary education,1,married,0,F,employee,0,12163.233,buy residential real estate
20,-1034.170229,43,secondary education,1,married,0,M,employee,0,35323.422,to own a car
0,,24,secondary education,1,married,0,F,employee,0,,buying my own car
1,-4144.309533,37,secondary education,1,married,0,F,civil servant,0,31319.792,buying my own car
1,-2901.445066,39,SECONDARY EDUCATION,1,married,0,F,employee,0,25673.264,purchase of a car
0,-5463.724503,41,secondary education,1,married,0,F,employee,0,20276.699,housing
0,-3596.964118,36,secondary education,1,civil partnership,1,F,business,0,24720.003,having a wedding
0,-133.8393627,22,secondary education,1,unmarried,4,F,employee,0,14220.531,to get a supplementary education
2,-1865.637838,27,bachelor's degree,0,married,0,F,civil servant,0,9628.688,construction of own property
2,-196.1118647,37,Secondary Education,1,married,0,F,employee,0,15734.914,profile education
1,-428.483127,42,SECONDARY EDUCATION,1,civil partnership,1,F,business,0,10434.417,having a wedding
0,-1567.552374,48,Secondary Education,1,married,0,F,employee,0,22546.329,property
1,-4738.797127,39,secondary education,1,widow / widower,2,F,employee,0,35166.619,education
0,-2473.21243,40,secondary education,1,married,0,F,business,0,14664.408,real estate transactions
1,-7463.769082,43,secondary education,1,married,0,F,employee,0,13573.118,transactions with my real estate
0,-2749.562614,49,secondary education,1,married,0,F,employee,0,18200.186,transactions with my real estate
1,-704.9185409,39,secondary education,1,married,0,F,employee,0,28341.602,purchase of my own house
0,-7327.642956,43,Secondary Education,1,married,0,F,employee,0,16219.826,buying my own car
1,-2636.291353,44,secondary education,1,married,0,M,employee,0,24100.125,to own a car
0,-2570.377865,25,secondary education,1,married,0,F,business,1,17307.929,to own a car
3,,37,secondary education,1,married,0,F,employee,0,,getting an education
0,-1103.495698,25,secondary education,1,civil partnership,1,F,employee,0,10488.595,building a property
0,-2590.976638,40,secondary education,1,married,0,F,business,0,31199.828,purchase of the house
0,-2528.723861,31,bachelor's degree,0,married,0,F,business,0,65265.594,buy real estate
1,-5213.386566,33,secondary education,1,married,0,M,employee,0,101481.222,purchase of my own house
1,-1403.937352,28,bachelor's degree,0,married,0,F,employee,0,30802.704,transactions with commercial real estate
0,-398.8993533,40,bachelor's degree,0,divorced,3,F,business,0,32378.614,transactions with commercial real estate
1,-1989.992107,43,bachelor's degree,0,divorced,3,M,business,0,24117.051,real estate transactions
0,-1368.872807,66,secondary education,1,married,0,F,employee,0,11697.248,purchase of the house
0,-657.6912521,45,secondary education,1,civil partnership,1,F,business,0,18671.507,car
0,-2428.343976,28,bachelor's degree,0,civil partnership,1,M,business,0,28385.933,having a wedding
0,352635.0854,71,bachelor's degree,0,widow / widower,2,F,retiree,0,22009.315,purchase of the house
0,-103.6050595,24,some college,2,unmarried,4,F,business,0,15930.656,to own a car
0,-3812.449673,49,secondary education,1,unmarried,4,M,employee,0,23129.983,housing transactions
1,-5841.948628,54,secondary education,1,married,0,F,employee,0,16470.922,purchase of my own house
0,-757.6126236,19,secondary education,1,married,0,F,business,0,19321.445,buy real estate
1,-3710.258347,37,bachelor's degree,0,married,0,F,civil servant,0,42432.456,building a property
3,-4066.941567,37,secondary education,1,married,0,M,business,0,11423.669,real estate transactions
1,-2320.905118,42,secondary education,1,divorced,3,F,business,0,25544.464,buying property for renting out
0,-316.0618202,24,secondary education,1,unmarried,4,M,employee,0,22148.271,education
0,,42,bachelor's degree,0,civil partnership,1,F,employee,0,,to have a wedding
1,-874.2330446,39,SECONDARY EDUCATION,1,married,0,F,employee,0,14837.743,purchase of my own house
0,-403.5028256,47,secondary education,1,unmarried,4,F,business,0,43345.667,property
2,-1676.623431,36,secondary education,1,married,0,F,civil servant,0,23658.692,purchase of the house
0,,58,primary education,3,married,0,M,retiree,0,,transactions with my real estate
0,-11312.96023,53,secondary education,1,married,0,F,employee,0,13980.375,getting higher education
0,-11355.46227,49,secondary education,1,civil partnership,1,F,employee,0,39729.485,to have a wedding
0,346519.071,57,secondary education,1,widow / widower,2,F,retiree,0,20563.376,to get a supplementary education
0,-2026.565549,32,secondary education,1,civil partnership,1,F,employee,0,24941.89,having a wedding
0,-5358.558532,46,secondary education,1,married,0,M,employee,0,25042.358,university education
0,,58,secondary education,1,civil partnership,1,F,employee,0,,purchase of a car
0,-8334.33025,63,secondary education,1,widow / widower,2,F,employee,0,14721.982,housing transactions
0,-1657.794693,29,BACHELOR'S DEGREE,0,married,0,F,business,0,16785.514,property
2,-932.5382682,33,secondary education,1,married,0,M,employee,0,19875.729,housing
0,-1206.02566,62,secondary education,1,married,0,F,employee,0,39939.369,getting an education
0,396189.2691,53,bachelor's degree,0,civil partnership,1,M,retiree,0,31657.923,wedding ceremony
0,-604.4302443,48,secondary education,1,civil partnership,1,F,employee,0,24273.624,having a wedding
0,362813.2921,59,secondary education,1,married,0,M,retiree,0,36951.399,university education
0,-3202.079716,42,secondary education,1,divorced,3,F,business,0,18689.862,transactions with commercial real estate
0,-1675.327736,45,SECONDARY EDUCATION,1,unmarried,4,F,business,0,12504.637,car purchase
1,-449.6561135,40,bachelor's degree,0,divorced,3,F,employee,0,22897.861,car
1,-603.9981798,44,primary education,3,unmarried,4,M,employee,0,21204.086,buying property for renting out
0,-1710.206746,35,secondary education,1,married,0,M,employee,1,14459.905,buying my own car
1,-2612.940193,40,bachelor's degree,0,married,0,F,employee,0,36616.975,purchase of the house for my family
0,-1846.891183,58,secondary education,1,married,0,M,employee,0,16271.181,property
0,343823.5472,49,Secondary Education,1,married,0,M,retiree,0,16314.96,transactions with commercial real estate
